Numurs,Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Iekļautas brokastis,Iekļauts SPA,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,baseins,restorāns,apkalpošana numura,brokastis,bārs
2467,2009,8.7,9.6,1,2,106,50,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2468,2009,8.7,9.6,1,2,112,36,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2469,2009,8.7,9.6,1,3,145,36,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2470,2012,8.4,9.2,0,2,40,15,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
2471,2012,8.4,9.2,0,1,25,15,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
2472,2012,8.4,9.2,0,2,50,15,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
2473,2012,8.4,9.2,0,2,65,20,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
2474,2012,8.4,9.2,0,4,65,26,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
2475,2012,8.4,9.2,1,4,110,40,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
2476,2012,8.4,9.2,2,6,150,50,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
2477,2023,10,9.5,1,2,108,42,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
2478,2023,10,9.5,1,2,120,42,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
2479,2023,10,9.5,1,1,97,42,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
2480,2023,10,9.5,1,1,108,42,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
2481,2022,9.6,9.5,0,2,58,50,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
2482,2022,9.6,9.5,0,3,63,50,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
2483,2022,9.6,9.5,0,2,64,50,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
2484,2022,9.6,9.5,0,3,68,50,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
2485,2008,8.9,9.5,0,2,85,20,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
2486,2008,8.9,9.5,0,2,107,26,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
2487,2008,8.9,9.5,0,1,70,16,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
2488,2017,9.7,9.7,1,2,70,56,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2489,2017,9.7,9.7,1,3,89,56,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2490,2017,9.7,9.7,1,4,108,56,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2491,2017,9.7,9.7,1,5,127,56,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2492,2017,9.7,9.7,2,2,93,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2493,2017,9.7,9.7,2,3,112,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2494,2017,9.7,9.7,2,4,131,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2495,2017,9.7,9.7,2,5,150,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2496,2017,9.7,9.7,2,6,169,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2497,2017,9.7,9.7,2,7,188,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2498,2012,9.2,9.4,0,2,80,17,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
2499,2012,9.2,9.4,0,2,95,17,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
2500,2012,9.2,9.4,0,2,140,25,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
2501,2012,9.2,9.4,0,2,220,33,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
2502,2012,9.2,9.4,0,4,140,34,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
2503,2022,9.3,8.3,0,2,80,52,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2504,2023,9.9,10,1,2,130,54,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0
2505,2022,9.5,9.6,1,2,83,39,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0
2506,2021,9.7,9.6,0,2,82,40,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2507,2017,9.2,9.8,0,3,90,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
2508,2017,9.2,9.8,0,4,100,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
2509,2017,9.2,9.8,0,5,110,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
2510,2017,9.2,9.8,0,6,120,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
2511,2017,9.2,9.8,0,7,130,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
2512,2017,9.2,9.8,0,8,143,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
2513,2012,9.1,8.6,1,2,75,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2514,2012,9.1,8.6,1,3,85,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2515,2012,9.1,8.6,1,4,95,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2516,2012,9.1,8.6,1,5,105,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2517,2012,9.1,8.6,1,6,115,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2518,2012,9.1,8.6,1,7,125,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2519,2012,9.1,8.6,1,8,135,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2520,2012,9.1,8.6,1,2,100,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2521,2018,8.9,8.2,2,2,56,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2522,2018,8.9,8.2,2,3,64,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2523,2018,8.9,8.2,2,4,72,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2524,2018,8.9,8.2,2,1,49,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2525,2018,8.9,8.2,2,2,57,35,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2526,2018,8.9,8.2,2,3,65,35,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2527,2018,8.9,8.2,2,4,73,35,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2528,2018,8.9,8.2,2,1,50,35,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2529,2018,8.9,8.2,1,2,59,28,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2530,2018,8.9,8.2,1,3,68,28,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2531,2018,8.9,8.2,1,4,76,28,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2532,2018,8.9,8.2,1,1,50,28,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2533,2021,9.7,9.5,1,2,140,27,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0
2534,2021,9.5,9.1,0,2,60,55,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
2535,2021,9.5,9.1,0,3,63,55,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
2536,2021,9.5,9.1,0,4,69,55,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
2537,2021,9.5,9.1,0,1,57,55,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
2538,2023,9.3,8.9,0,2,65,22,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2539,2023,9.3,8.9,0,4,80,22,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2540,2023,9.3,8.9,0,2,100,64,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2541,2023,9.3,8.9,0,4,130,64,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2542,2023,9.3,8.9,0,6,108,25,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2543,2023,9.3,8.9,0,8,120,25,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2544,2023,10,8.8,1,2,83,15,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
2545,2023,10,8.8,1,2,93,15,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
2546,2018,9,9.3,1,2,164,30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2547,2018,9,9.3,1,3,169,30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2548,2018,9,9.3,1,4,179,30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2549,2018,9,9.3,1,1,159,30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2550,2017,9.5,9.9,0,2,60,29,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
2551,2017,9.5,9.9,1,4,70,35,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
2552,2017,9.5,9.9,1,4,80,55,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
2553,2017,9.5,9.9,1,5,110,59,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
2554,2017,8.7,9.6,2,2,48,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2555,2017,8.7,9.6,2,3,56,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2556,2017,8.7,9.6,2,4,64,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2557,2017,8.7,9.6,2,5,72,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2558,2017,8.7,9.6,2,6,80,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2559,2017,8.7,9.6,2,1,40,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2560,2022,8.7,9.2,2,2,50,58,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2561,2022,8.7,9.2,2,3,80,58,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2562,2022,8.7,9.2,2,4,100,58,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2563,2017,8.5,9.3,1,2,71,45,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2564,2017,8.5,9.3,1,3,89,45,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2565,2023,8,8,2,4,71,130,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
2566,2023,8,8,1,2,79,180,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2567,2012,8,9.3,0,2,59,16,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
2568,2012,8,9.3,0,1,40,16,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
2569,2010,7.2,8.6,0,2,109,20,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
2570,2010,7.2,8.6,0,2,109,18,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
2571,2010,7.2,8.6,0,2,124,45,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
2572,2010,7.2,8.6,0,2,133,20,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
2573,2010,7.2,8.6,0,2,165,40,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
2574,2010,7.2,8.6,0,2,175,32,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
2575,2022,9.8,9.8,1,2,154,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
2576,2022,9.8,9.8,1,3,162,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
2577,2022,9.8,9.8,1,4,171,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
2578,2022,9.8,9.8,1,1,145,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
2579,2020,8.1,8.7,1,2,60,30,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2580,2022,9.2,9.2,0,2,50,25,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2581,2022,9.4,8.5,1,2,51,37,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2582,2022,9.4,8.5,1,3,68,37,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2583,2022,9.4,8.5,1,4,78,37,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2584,2022,9.4,8.5,1,1,47,37,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2585,2023,9.6,8.3,1,2,45,34,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2586,2018,9.7,9.6,3,2,58,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
2587,2018,9.7,9.6,3,3,88,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
2588,2018,9.7,9.6,3,4,116,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
2589,2018,9.7,9.6,3,5,143,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
2590,2018,9.7,9.6,3,6,170,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
2591,2021,9.5,9.7,1,2,66,51,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2592,2013,8.6,8.3,0,2,55,18,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1
2593,2013,8.6,8.3,0,3,85,18,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1
2594,2021,9.5,9.4,2,2,104,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
2595,2021,9.5,9.4,2,3,110,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
2596,2021,9.5,9.4,2,4,117,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
2597,2021,9.5,9.4,2,5,123,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
2598,2021,9.5,9.4,2,6,130,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
2599,2021,9.5,9.4,2,1,97,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
2600,2019,9.1,9.7,3,8,219,120,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
2601,2021,9.7,9.4,1,2,47,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2602,2021,9.7,9.4,1,3,57,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2603,2021,9.7,9.4,1,4,62,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2604,2021,9.7,9.4,1,1,37,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2605,2017,9.5,9.6,0,2,60,20,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
2606,2023,10,10,1,2,83,30,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
2607,2023,10,10,1,3,88,30,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
2608,2023,10,10,1,4,98,30,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
2609,2023,10,10,1,1,78,30,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
2610,2019,8.6,9.6,1,4,40,40,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
2611,2021,9.3,8.9,1,2,80,25,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
2612,2015,9.5,9.7,4,8,200,120,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2613,2017,9,9.5,1,2,46,31,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
2614,2023,9,8.7,2,2,75,72,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2615,2023,9,8.7,2,3,85,72,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2616,2023,9,8.7,2,4,95,72,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2617,2023,9,8.7,2,5,110,72,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2618,2023,9,8.7,2,1,70,72,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2619,2012,8.8,9.3,1,2,50,25,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0
2620,2012,8.8,9.3,1,6,100,25,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0
2621,2021,9,9.2,1,2,80,20,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2622,2021,9.5,9.8,1,2,69,21,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
2623,2021,9.5,9.8,2,4,95,52,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
2624,2023,9,9.2,1,2,81,27,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0
2625,2023,9,9.2,1,2,90,27,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0
2626,2021,9.5,9.6,1,2,34,30,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2627,2021,9.5,9.4,1,4,63,64,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
2628,2021,9.5,9.4,1,4,70,64,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
2629,2022,9.7,9.7,1,2,57,57,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2630,2022,9.7,9.7,1,3,60,57,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2631,2022,9.7,9.7,1,4,67,57,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2632,2022,9.7,9.7,1,1,53,57,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2633,2015,8.6,8.9,1,2,89,28,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
2634,2013,9.7,9.7,2,2,80,153,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0
2635,2013,9.7,9.7,2,4,100,153,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0
2636,2023,9.6,10,1,2,85,47,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2637,2023,9.6,10,1,4,95,47,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2638,2019,8.6,9.3,1,2,39,16,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
2639,2019,8.6,9.3,1,1,32,16,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
2640,2021,8.6,8.6,0,2,27,15,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2641,2023,9.6,9.6,1,2,77,46,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2642,2023,9.6,9.6,1,3,85,46,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2643,2023,9.6,9.6,1,4,97,46,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2644,2023,9.6,9.6,1,2,85,46,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2645,2023,9.6,9.6,1,3,93,46,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2646,2023,9.6,9.6,1,4,107,46,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2647,2019,8.5,8.8,1,2,95,44,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0
2648,2019,8.5,8.8,1,1,86,44,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0
2649,2019,8.5,8.8,1,4,122,42,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0
2650,2019,8.5,8.8,1,4,135,42,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0
2651,2021,9.3,9.5,2,3,82,58,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2652,2020,9.5,8.9,1,2,45,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2653,2022,9.5,9.8,1,5,117,98,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
2654,2022,9.5,9.8,1,7,130,98,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
2655,2023,9,10,1,2,80,24,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
2656,2023,9,10,1,4,140,24,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
2657,2019,8.6,9.5,1,2,66,19,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2658,2019,8.6,9.5,1,2,69,20,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2659,2019,8.6,9.5,1,2,73,27,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2660,2019,8.6,9.5,1,2,89,35,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2661,2019,8.6,9.5,1,3,97,35,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2662,2019,8.6,9.5,1,4,106,35,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2663,2020,9.9,9.4,1,2,72,70,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2664,2020,9.9,9.4,1,3,77,70,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2665,2020,9.9,9.4,1,4,81,70,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2666,2020,9.9,9.4,1,6,90,70,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2667,2020,9.9,9.4,1,1,68,70,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2668,2023,9,9.2,1,2,41,12,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
2669,2023,9,9.2,1,3,45,12,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
2670,2023,9,9.2,1,1,36,12,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
2671,2022,8.8,8.3,1,2,122,100,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
2672,2022,8.8,8.3,1,3,143,100,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
2673,2022,8.8,8.3,1,4,135,100,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
2674,2017,9.4,9.3,1,2,122,50,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0
2675,2017,9.4,9.3,1,3,128,50,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0
2676,2017,9.4,9.3,1,4,135,50,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0
2677,2013,8.4,8.7,0,2,67,15,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
2678,2013,8.4,8.7,0,4,95,33,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
2679,2016,9.7,9.8,0,2,65,12,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2680,2016,9.7,9.8,0,2,70,25,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2681,2016,9.7,9.8,1,2,80,38,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2682,2016,9.7,9.8,1,2,90,45,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2683,2016,9.1,9.9,1,2,56,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2684,2016,9.1,9.9,1,3,65,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2685,2016,9.1,9.9,1,4,72,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2686,2016,9.1,9.9,1,1,45,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2687,2023,9.4,9.7,1,2,50,25,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2688,2023,9.4,9.7,1,1,40,25,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2689,2023,9.5,9.3,2,4,155,37,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2690,2023,9.7,10,4,2,389,350,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
2691,2023,9.7,10,4,4,437,350,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
2692,2023,9.7,10,4,8,486,350,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
2693,2023,9.7,10,4,9,540,350,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
2694,2023,9.5,9.5,1,2,67,51,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2695,2023,9.5,9.5,1,3,76,51,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2696,2023,9.5,9.5,1,4,85,51,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2697,2021,9.1,8.9,1,2,81,48,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0
2698,2021,9.1,8.9,1,2,90,48,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0
2699,2009,9.4,9.9,0,2,222,30,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2700,2009,9.4,9.9,0,1,203,30,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2701,2009,9.4,9.9,0,2,267,35,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2702,2009,9.4,9.9,0,1,248,35,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2703,2009,9.4,9.9,0,2,312,40,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2704,2009,9.4,9.9,0,1,291,40,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2705,2023,9.4,8.5,1,2,59,55,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2706,2023,9.4,8.5,1,3,64,55,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2707,2023,9.4,8.5,1,1,54,55,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2708,2006,8.3,9.3,0,2,42,15,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2709,2006,8.3,9.3,0,2,46,16,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2710,2006,8.3,9.3,0,3,49,16,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2711,2006,8.3,9.3,0,4,54,16,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2712,2006,8.3,9.3,0,1,43,16,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2713,2015,9.1,9.3,2,2,113,61,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2714,2015,9.1,9.3,2,3,123,61,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
